character_slug,control_type,move_name_jp,tokens_classic,tokens_modern,tokens_for_mode,tokens_norm_classic,tokens_norm_modern,tokens_norm_for_mode,match_status,manual_classic,manual_modern_full,manual_modern_short,required_special_keys,consume_special_keys,gain_special_keys,variant_tag,followup_parent_move_name_jp,followup_child_variant,followup_window,applies_poison_on_hit_override,triggers_poison_bloom_on_hit_override,poison_bloom_damage_override,poison_bloom_on_hit_override,startup,active,recovery,on_hit,on_block,cancel,damage,combo_scale,drive_gain,drive_loss_guard,drive_loss_punish,sa_gain,attribute,note,row_kind,mmdk_action_id,mmdk_action_name,mmdk_action_base,frame_link_move_name_jp,mmdk_suggested_tokens,mmdk_source_key,manual_self_pos_start_x,manual_self_pos_end_x,manual_opp_pos_start_x,manual_opp_pos_end_x,manual_vs_distance_start,manual_vs_distance_end,calc_manual_self_move_x_total,calc_manual_target_move_x_sum,manual_note
dhalsim,classic,中 ヨガアーチ 中,,,,,,,missing,236LK|236MK|236HK|236LKMK|236LKHK|236MKHK,6SP|6AutoSP,,,,,,,,,,,,,18,,全体 45,1,-1,SA3,600,,2000,-4000,-3000,600,上 ・ 弾,,frame,989,SPA_YOGAARCH(1),,,,,,,,,,,,,
dhalsim,classic,強 ヨガアーチ 強,,,,,,,missing,236LK|236MK|236HK|236LKMK|236LKHK|236MKHK,6SP|6AutoSP,,,,,,,,,,,,,18,,全体 45,1,-1,SA3,600,,2000,-4000,-3000,600,上 ・ 弾,,frame,990,SPA_YOGAARCH(2),,,,,,,,,,,,,
dhalsim,classic,OD 弱 ヨガアーチ 弱 中,,,,,,,missing,236LK|236MK|236HK|236LKMK|236LKHK|236MKHK,6SP|6AutoSP,,,,,,,,,,,,,18,,全体 45,1,-3,SA2,1000,始動補正20％ コンボ補正20％,0,-2500,-5000,800,上 ・ 弾,,frame,992,SPA_YOGAARCH(3),,,,,,,,,,,,,
dhalsim,classic,OD 中 ヨガアーチ 弱 強,,,,,,,missing,236LK|236MK|236HK|236LKMK|236LKHK|236MKHK,6SP|6AutoSP,,,,,,,,,,,,,18,,全体 45,1,-3,SA2,1000,始動補正20％ コンボ補正20％,0,-2500,-5000,800,上 ・ 弾,,frame,993,SPA_YOGAARCH(4),,,,,,,,,,,,,
dhalsim,classic,OD 強 ヨガアーチ 中 強,,,,,,,missing,236LK|236MK|236HK|236LKMK|236LKHK|236MKHK,6SP|6AutoSP,,,,,,,,,,,,,18,,全体 45,1,-3,SA2,1000,始動補正20％ コンボ補正20％,0,-2500,-5000,800,上 ・ 弾,,frame,994,SPA_YOGAARCH(5),,,,,,,,,,,,,
dhalsim,classic,弱 ヨガフレイム 弱,,,,,,,missing,63214LP|63214MP|63214HP,4SP63214L|63214M|63214H,,,,,,,,,,,,,16,16-30,全体 45,D,-4,SA3,800,,2000,-4000,-5000,900,上 ・ 弾,,frame,966,SPA_YOGAFRAME,,,,,,,,,,,,,
dhalsim,classic,中 ヨガフレイム 中,,,,,,,missing,63214LP|63214MP|63214HP,4SP63214L|63214M|63214H,,,,,,,,,,,,,20,19-34,全体 51,D,-4,SA3,900,,2400,-5000,-5000,1000,上 ・ 弾,,frame,967,SPA_YOGAFRAME(1),,,,,,,,,,,,,
dhalsim,classic,強 ヨガフレイム 強,,,,,,,missing,63214LP|63214MP|63214HP,4SP63214L|63214M|63214H,,,,,,,,,,,,,26,26-42,全体 58,D,-4,SA3,1200,,2700,-6000,-5000,1100,上 ・ 弾,,frame,968,SPA_YOGAFRAME(2),,,,,,,,,,,,,
dhalsim,classic,OD ヨガフレイム,63214PP,,63214PP,63214PP,,63214PP,match,63214PP,4AutoSP63214AnyAny,,,,,,,,,,,,,18,18-42,全体 66,D,-11,SA2,800,,0,-4000,-5000,1100,上 ・ 弾,ヒット時硬直5F減少,frame,969,SPA_YOGAFRAME_EX,,,,,,,,,,,,,
dhalsim,classic,弱 ヨガブラスト 弱,,,,,,,missing,63214LK|63214MK|63214HK|63214KK,2SP|2AutoSP,,,,,,,,,,,,,12,12-21,全体 44,D,-6,SA3,1000,,3000,-6000,-6000,1200,上,,frame,937,SPA_YOGABLAST,,,,,,,,,,,,,
dhalsim,classic,中 ヨガブラスト 中,,,,,,,missing,63214LK|63214MK|63214HK|63214KK,2SP|2AutoSP,,,,,,,,,,,,,15,15-24,全体 44,D,-3,SA3,1200,,3000,-6000,-6000,1200,上,,frame,938,SPA_YOGABLAST(1),,,,,,,,,,,,,
dhalsim,classic,強 ヨガブラスト 強,,,,,,,missing,63214LK|63214MK|63214HK|63214KK,2SP|2AutoSP,,,,,,,,,,,,,17,17-26,全体 44,D,-3,SA3,1200,コンボ補正20％,3000,-6000,-6000,1200,上,,frame,939,SPA_YOGABLAST(2),,,,,,,,,,,,,
dhalsim,classic,OD ヨガブラスト,63214KK,,63214KK,63214KK,,63214KK,match,63214LK|63214MK|63214HK|63214KK,2SP|2AutoSP,,,,,,,,,,,,,12,12-21,全体 41,D,0,SA2,1000,,0,-5000,-5000,1200,上,,frame,940,SPA_YOGABLAST(3),,,,,,,,,,,,,
dhalsim,classic,弱 ヨガコメット （ジャンプ中に） 弱,,,,,,,missing,63214LP|63214MP|63214HP|63214PP,63214L|63214M|SP63214H|AutoSP63214AnyAny,,,,,,,,,,,,,30,,着地後8,,,,800,,2000,-4000,-3000,1000,上 ・ 弾,,frame,1054,SPA_YOGACOMET,,,,,,,,,,,,,
dhalsim,classic,中 ヨガコメット （ジャンプ中に） 中,,,,,,,missing,63214LP|63214MP|63214HP|63214PP,63214L|63214M|SP63214H|AutoSP63214AnyAny,,,,,,,,,,,,,30,,着地後8,,,,800,,2000,-4000,-3000,1000,上 ・ 弾,,frame,1055,SPA_YOGACOMET(1),,,,,,,,,,,,,
dhalsim,classic,強 ヨガコメット （ジャンプ中に） 強,,,,,,,missing,63214LP|63214MP|63214HP|63214PP,63214L|63214M|SP63214H|AutoSP63214AnyAny,,,,,,,,,,,,,30,,着地後8,,,,800,,2000,-4000,-3000,1000,上 ・ 弾,,frame,1056,SPA_YOGACOMET(2),,,,,,,,,,,,,
dhalsim,classic,OD ヨガコメット （ジャンプ中に）,,,,63214PP,,63214PP,norm_match,63214LP|63214MP|63214HP|63214PP,63214L|63214M|SP63214H|AutoSP63214AnyAny,,,,,,,,,,,,,30,,着地後3,,,,1200,,0,-4000,-5000,1000,上 ・ 弾,50Fから行動可,frame,1057,SPA_YOGACOMET(3),,,,,,,,,,,,,
dhalsim,classic,ヨガフロート（その場）,2KK,,2KK,2KK|3KK,,2KK|3KK,match,2KK,2MH,,,,,,,,30,,,,,,,全体 35,,,,0,,0,0,0,0,,13Fから空中判定 30Fから行動可,frame,1042,SPA_YOGAFLOAT_N_START,,,,,,,,,,,,,
dhalsim,classic,ヨガフロート（前方）,3KK,,3KK,2KK|3KK,,2KK|3KK,match,3KK,3MH,,,,,,,,30,,,,,,,全体 35,,,,0,,0,0,0,0,,13F空中判定 30Fから行動可,frame,1043,SPA_YOGAFLOAT_F_START,,,,,,,,,,,,,
dhalsim,classic,空中ヨガフロート （ジャンプ中に）,,,,2KK,,2KK,norm_match,2KK,2MH,,,,,,,,30,,,,,,,全体 15,,,,0,,0,0,0,0,,16Fから行動可,frame,1042,SPA_YOGAFLOAT_N_START,,,,,,,,,,,,,
dhalsim,classic,P ヨガテレポート（前方）,6PPP,,6PPP,6PPP,,6PPP,match,6PPP|6KKK|4PPPor4KKK,6AnyAnyAny|4AnyAnyAny,,,,,,,,,,,,,,,全体 39,,,,0,,0,0,0,0,,5-15F　完全無敵,frame,1031,SPA_YOGATELEPORT_END,,,,,,,,,,,,,
dhalsim,classic,K ヨガテレポート（前方）,6KKK,,6KKK,6KKK,,6KKK,match,6PPP|6KKK|4PPPor4KKK,6AnyAnyAny|4AnyAnyAny,,,,,,,,,,,,,,,全体 39,,,,0,,0,0,0,0,,5-15F　完全無敵,frame,1032,SPA_YOGATELEPORT_END(1),,,,,,,,,,,,,
dhalsim,classic,P 空中ヨガテレポート（前方） （ジャンプ中に）,,,,6PPP|4PPP,,6PPP|4PPP,norm_ambiguous,6PPP|6KKK|4PPP|4KKK,6AnyAnyAny|6SP|4SP4AnyAnyAny,,,,,,,,,,,,,,,全体 29,,,,0,,0,0,0,0,,10-15F　完全無敵 30Fから行動可,frame,1036,SPA_YOGATELEPORT_AIR_END,,,,,,,,,,,,,
dhalsim,classic,K 空中ヨガテレポート（前方） （ジャンプ中に）,,,,6KKK|4KKK,,6KKK|4KKK,norm_ambiguous,6PPP|6KKK|4PPP|4KKK,6AnyAnyAny|6SP|4SP4AnyAnyAny,,,,,,,,,,,,,,,全体 29,,,,0,,0,0,0,0,,10-15F　完全無敵 30Fから行動可,frame,1037,SPA_YOGATELEPORT_AIR_END(1),,,,,,,,,,,,,
dhalsim,classic,ヨガテレポート（後方）,4PPPor4KKK,,4PPPor4KKK,4PPPor4KKK,,4PPPor4KKK,match,6PPP|6KKK|4PPPor4KKK,6AnyAnyAny|4AnyAnyAny,,,,,,,,,,,,,,,全体 46,,,,0,,0,0,0,0,,5-15F　完全無敵,frame,1033,SPA_YOGATELEPORT_END(2),,,,,,,,,,,,,
dhalsim,classic,P 空中ヨガテレポート（後方） （ジャンプ中に）,,,,6PPP|4PPP,,6PPP|4PPP,norm_ambiguous,6PPP|6KKK|4PPP|4KKK,6AnyAnyAny|6SP|4SP4AnyAnyAny,,,,,,,,,,,,,,,全体 34,,,,0,,0,0,0,0,,10-15F　完全無敵 35Fから行動可,frame,1038,SPA_YOGATELEPORT_AIR_END(2),,,,,,,,,,,,,
dhalsim,classic,K 空中ヨガテレポート（後方） （ジャンプ中に）,,,,6KKK|4KKK,,6KKK|4KKK,norm_ambiguous,6PPP|6KKK|4PPP|4KKK,6AnyAnyAny|6SP|4SP4AnyAnyAny,,,,,,,,,,,,,,,全体 34,,,,0,,0,0,0,0,,10-15F　完全無敵 35Fから行動可,frame,1039,SPA_YOGATELEPORT_AIR_END(3),,,,,,,,,,,,,
dhalsim,classic,SA1 弱 ヨガインフェルノ 弱,,,,,,,missing,236236LP,5SPH,,,,,,,,,,,,,10,10-93,全体 128,D,-10,,1920,,0,5040,-5040,0,上 ・ 弾,1-11F　投げに対して無敵 最低保障ダメージ30％ カウンター/パニッシュカウンターで数値が変動しない ガード時に792のリカバリアブルダメージを与える,frame,1200,SAA_YOGAINFERNO_L,,,,,,,,,,,,,
dhalsim,classic,SA1 中 ヨガインフェルノ 中,,,,,,,missing,236236MP,6SPH,,,,,,,,,,,,,10,10-93,全体 128,D,-10,,2100,,0,5040,-5040,0,上 ・ 弾,1-11F　投げに対して無敵 最低保障ダメージ30％ カウンター/パニッシュカウンターで数値が変動しない ガード時に792のリカバリアブルダメージを与える,frame,1206,SAA_YOGAINFERNO_M,,,,,,,,,,,,,
dhalsim,classic,SA1 強 ヨガインフェルノ 強,,,,,,,missing,236236HP,236236L,,,,,,,,,,,,,10,10-93,全体 133,D,-22,,2040,,0,5040,-5040,0,上 ・ 弾,1-11F　投げに対して無敵 最低保障ダメージ30％ カウンター/パニッシュカウンターで数値が変動しない ガード時に792のリカバリアブルダメージを与える,frame,1203,SAA_YOGAINFERNO_H,,,,,,,,,,,,,
dhalsim,classic,SA2 ヨガサンバースト（Lv1）,214214K,,214214K,214214K,,214214K,match,214214K,4SPH214214M-4or5or6,,,,,,,,,,,,,7,,全体 67,,,,2800,,0,-2500,-10000,0,上 ・ 弾,1-9F　完全無敵 最低保障ダメージ40％ カウンター/パニッシュカウンターで数値が変動しない 139F以下でボタンホールドをやめるとLv1が発動,frame,1210,SAA_YOGASUNBURST_CHARGE,,,,,,,,,,,,,
dhalsim,classic,SA2 ヨガサンバースト（Lv2） ホールド,,,,,,,missing,214214K,4SPH214214M-4or5or6,,,,,,,,,,,,,7,,全体 80,,,,3100,,0,-3500,-14000,0,上 ・ 弾,1-9F　完全無敵 最低保障ダメージ40％ カウンター/パニッシュカウンターで数値が変動しない 140F以上ボタンホールドしているとLv2が発動,frame,1232,SAA_YOGASUNBURST_CHARGE(1),,,,,,,,,,,,,
dhalsim,classic,SA2 ヨガサンバースト（Lv3） ホールド,,,,,,,missing,214214K,4SPH214214M-4or5or6,,,,,,,,,,,,,7,,全体 128,,,,4000,,0,-4500,-18000,0,上 ・ 弾,1-9F　完全無敵 最低保障ダメージ40％ カウンター/パニッシュカウンターで数値が変動しない 188F以上ボタンホールドしているとLv3が発動、また209Fで自動で射出する,frame,1254,SAA_YOGASUNBURST_CHARGE(2),,,,,,,,,,,,,
dhalsim,classic,SA3 ヨガマーシレス,236236K,,236236K,236236K,,236236K,match,236236K,2SPH236236H,,,,,,,,,,,,,10,10-14,75,D,-62,,4000,※即時補正10%,0,-7500,-15000,0,上,1-14F　完全無敵 最低保障ダメージ50％ カウンター/パニッシュカウンターで数値が変動しない ※必殺技キャンセル時のみ適用,frame,1284,SAA_LV3_START(2),,,,,,,,,,,,,
dhalsim,classic,CA ヨガマーシレス （体力25%以下で）,,,,236236K,,236236K,norm_match,236236K,2SPH236236H,,,,,CA,,,,,,,,10,10-14,75,D,-62,,4500,※即時補正10%,0,-10000,-20000,0,上,1-14F　完全無敵 最低保障ダメージ50％ カウンター/パニッシュカウンターで数値が変動しない ※必殺技キャンセル時のみ適用,frame,1291,SAA_LV3_START(6),,,,,,,,,,,,,
dhalsim,classic,ヨガスマッシュ （近距離で） 弱 弱,,,,,,,missing,,,,,,,,,,,,,,,5,5-7,23,D,,,1200,即時補正20%,2000,0,-10000,2000,投,パニッシュカウンター時以下の性能変化 ・ダメージ2040 ・SAゲージ4000増加 ・ハードノックダウン,frame,721,NGA_6,,,,,,,,,,,,,
dhalsim,classic,ヨガスルー （近距離で） 弱 弱,,,,,,,missing,,,,,,,,,,,,,,,5,5-7,23,D,,,1200,即時補正20%,2000,0,-10000,2000,投,パニッシュカウンター時以下の性能変化 ・ダメージ2040 ・SAゲージ4000増加 ・ハードノックダウン,frame,727,NGA_4,,,,,,,,,,,,,
dhalsim,classic,ヨガスプラッシュ （近距離で） 弱 弱,,,,,,,missing,,,,,,,,,,,,,,,5,5-7,23,D,,,1200,即時補正20%,2000,0,-10000,2000,投,パニッシュカウンター時以下の性能変化 ・ダメージ2040 ・SAゲージ4000増加 ・ハードノックダウン,frame,731,NGA_2,,,,,,,,,,,,,
dhalsim,classic,前方ステップ,66,,66,66,,66,match,66,66,,,,,,,,,,,,,,,全体 25,,,,0,,0,0,0,0,,,frame,17,BAS_DASH_F,,,,,,,,,,,,,
dhalsim,classic,後方ステップ,44,,44,44,,44,match,44,44,,,,,,,,,,,,,,,全体 23,,,,0,,0,0,0,0,,1-15F 投げ無敵,frame,18,BAS_DASH_B,,,,,,,,,,,,,
dhalsim,classic,ドライブインパクト（ヨガライズ） 強 強,,,,,,,missing,HPHK,DI,,,,,,,,,,,,,26,26-27,35,D,-3,,800,始動補正20%,0,-5000,-15000,0,上,1-27F　 アーマー判定（2回） パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化 ・地上ヒット膝崩れ ・空中ヒットきりもみダウン ・SAゲージ3000増加,frame,854,ATK_CTA,,,,,,,,,,,,,
dhalsim,classic,[ガード時]ドライブリバーサル（ヨガイリュージョン） （ガード中 or ドライブパリィ成立中に） 強 強,,,,,,,missing,6HPHK,6DI,,,,,,,,,,,,,20,"20-31 20-22, 29-31",26,D,-6,,500,,0,0,0,0,上,リカバリアブルダメージ 1-22F 完全無敵 ヒット時硬直6F増加,frame,850,ATK_CTA_4,,,,,,,,,,,,,
dhalsim,classic,[起き上がり時]ドライブリバーサル（ヨガイリュージョン） （起き上がり時に） 強 強,,,,,,,missing,6HPHK,6DI,,,,,,,,,,,,,18,"18-29 18-20, 27-29",26,D,-6,,500,,0,0,0,0,上,リカバリアブルダメージ 1-20F 完全無敵 ヒット時硬直6F増加,frame,852,ATK_CTA_4(2),,,,,,,,,,,,,
dhalsim,classic,ドライブパリィ 中 中,,,,,,,missing,MPMK,DP,,,,,,,,,,,,,1,[※2] 1-12,33,,,※1,0,,0,0,0,0,,※1 動作の4F目からドライブラッシュでキャンセル可 ※2 ボタンホールドでパリィの持続を延長可 硬直部分はガードのみ可 動作中常に被パニッシュカウンター判定,frame,480,DPA_STD_START,,,,,,,,,,,,,
dhalsim,classic,ジャストパリィ（打撃） ガード方向 中 中,,,,,,,missing,,,,,,,,,,,,,,,1,,1,,,,0,始動補正50％,,,,,,相手の攻撃に対応した方向入力を行った状態でパリィを入力し、 入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する （上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向) 方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する 硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない） ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター,frame,,,,,,,,,,,,,,,
dhalsim,classic,ジャストパリィ（飛び道具） 中 中,,,,,,,missing,,,,,,,,,,,,,,,1,,10,,,,0,始動補正50％,,,,,,パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する 暗転演出が入らない ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター,frame,,,,,,,,,,,,,,,
dhalsim,classic,パリィドライブラッシュ （ドライブパリィ中に）,,,,66,,66,norm_match,66|66or5or6MPMK,66|66or5or6DP,,,,,,,,,,,,,,,全体 45,,,※,0,乗算補正15％,0,0,0,0,,暗転10F ※動作9F目から攻撃行動にキャンセル可 24F目からパリィ以外の行動でキャンセル可,frame,739,ATK_CTA_DASH,,,,,,,,,,,,,
dhalsim,classic,キャンセルドライブラッシュ （必殺技キャンセル可能な攻撃ヒット中に） ( ) 中 中,,,,,,,missing,66|66or5or6MPMK,66|66or5or6DP,,,,,,,,,,,,,,,全体 46,,,※,0,乗算補正15％,0,0,0,0,,暗転9F ※動作10F目から攻撃行動にキャンセル可 25F目からパリィ以外の行動でキャンセル可,frame,740,ATK_CTA_DASH(1),,,,,,,,,,,,,
dhalsim,modern,立ち弱P（手刀チョップ） 弱,,,,,,,missing,LP,L,,,,,,,ATK_5LP_B,,,,,,4,4-6,8,4,-1,C,300,始動補正20%,250,-500,-2000,300,上,連打キャンセル対応,frame,600,ATK_5LP,,,,,,,,,,,,,
dhalsim,modern,立ち中P（ズームストレート） 中,,,,,,,missing,MP,M,,,,,,,,,,,,,14,14-16,19,0,-5,,700,,2000,-3000,-6000,500,上,,frame,603,ATK_5MP,,,,,,,,,,,,,
dhalsim,modern,立ち強P（ダブルズームパンチ） 強,,,,,,,missing,HP,H,,,,,,,,,,,,,16,16-19,27,-6,-11,,1000,,4000,-5000,-8000,1000,上,パニッシュカウンター時吹き飛びダウン,frame,604,ATK_5HP,,,,,,,,,,,,,
dhalsim,modern,立ち強K（合掌ズームスピンキック） 強,,,,,,,missing,HK,AutoH,,,,,,,,,,,,,17,17-19,20,3,-6,C,800,,2500,-4000,-8000,1000,上,空中ヒット時吹き飛びダウン パニッシュカウンター時+24F,frame,607,ATK_5HK,,,,,,,,,,,,,
dhalsim,modern,しゃがみ弱P（手刀水平チョップ） 弱 弱,,,,,,,missing,,,,,,,,,,,,,,,5,5-7,9,4,-1,C,300,始動補正20%,250,-500,-2000,300,上,連打キャンセル対応,frame,,,,,,,,,,,,,,,
dhalsim,modern,しゃがみ弱K（スライディング） 弱,,,,,,,missing,2LK,2L,,,,,,,"ATK_2LK_B,ATK_2LP(1)",,,,,,4,4-10,16,-5,-10,,200,,250,-500,-2000,300,下,,frame,618,ATK_2LK,,,,,,,,,,,,,
dhalsim,modern,しゃがみ中P（しゃがみズームパンチ） 弱,,,,,,,missing,2MP,AutoL,,,,,,,,,,,,,12,12-14,16,0,-4,C,600,,2000,-3000,-6000,500,上,,frame,615,ATK_2MP,,,,,,,,,,,,,
dhalsim,modern,しゃがみ中K（ヨガスライディング） 中,,,,,,,missing,2MK,2M,,,,,,,,,,,,,10,10-22,14,-3,-10,,500,始動補正20%,1000,-2000,-3000,500,下,,frame,621,ATK_2MK,,,,,,,,,,,,,
dhalsim,modern,しゃがみ強P（ダブルヨガパンチ） 強,,,,,,,missing,2HP,2H,,,,,,,,,,,,,19,19-22,20,3,-8,,800,,3500,-4000,-8000,1000,下,空振り時硬直4F増加,frame,616,ATK_2HP,,,,,,,,,,,,,
dhalsim,modern,ジャンプ弱P（ジャンプ掌底） （ジャンプ中に） 弱,,,,,,,missing,LP,L,,,,,,,,,,,,,4,4-7,着地後3,,,,300,,750,-1500,-2000,300,中,,frame,640,ATK_8LP,,,,,,,,,,,,,
dhalsim,modern,ジャンプ弱K（ジャンプヨガ前蹴り） （ジャンプ中に） 弱,,,,,,,missing,LK,AutoL,,,,,,,,,,,,,6,6-9,着地後3,,,,300,,750,-1500,-2000,300,中,めくり性能,frame,644,ATK_8LK,,,,,,,,,,,,,
dhalsim,modern,ジャンプ中P（ジャンプズームサイドパンチ） （ジャンプ中に） 中,,,,,,,missing,MP,M,,,,,,,,,,,,,9,9-14,着地後3,,,C,700,始動補正20%,1500,-3000,-4000,500,上,空中コンボ中にヒット時吹き飛びダウン,frame,641,ATK_8MP,,,,,,,,,,,,,
dhalsim,modern,ジャンプ中K（合掌ジャンプアンダーキック） （ジャンプ中に） 中,,,,,,,missing,MK,AutoM,,,,,,,,,,,,,11,11-16,着地後3,,,,500,始動補正20%,1500,-3000,-4000,500,中,,frame,645,ATK_8MK,,,,,,,,,,,,,
dhalsim,modern,ジャンプ強P（合掌ハンマー） （ジャンプ中に） 強,,,,,,,missing,HP,H,,,,,,,,,,,,,13,13-16,着地後3,,,,800,始動補正20%,2500,-5000,-6000,1000,中,空中ヒット時叩きつけダウン,frame,604,ATK_5HP,,,,,,,,,,,,,
dhalsim,modern,ジャンプ強K（ジャンプズームハイキック） （ジャンプ中に） 強,,,,,,,missing,HK,AutoH,,,,,,,,,,,,,10,10-19,着地後3,,,,800,始動補正20%,2500,-5000,-6000,1000,中,,frame,646,ATK_8HK,,,,,,,,,,,,,
dhalsim,modern,ヨガアッパー 中,,,,,,,missing,4MP,4M,,,,,,,,,,,,,8,8-13,16,2,-3,C,700,,1500,-3000,-4000,500,上,強制立ち効果,frame,655,ATK_4MP,,,,,,,,,,,,,
dhalsim,modern,ヨガランス 強,,,,,,,missing,4HP,4H,,,,,,,,,,,,,14,14-20,29,-9,-16,C,900,始動補正20%,2500,-5000,-8000,1000,上,空中カウンター/パニッシュカウンター時吹き飛びダウン,frame,656,ATK_4HP,,,,,,,,,,,,,
dhalsim,modern,涅槃パンチ 強,,,,,,,missing,1HP,1H,,,,,,,,,,,,,10,10-13,20,3,-3,C,800,,2000,-5000,-8000,1000,上,,frame,654,ATK_1HP,,,,,,,,,,,,,
dhalsim,modern,アジャイルキック 弱,,,,,,,missing,1LK,1L,,,,,,,,,,,,,5,5-7,10,1,-3,,200,始動補正20%,250,-500,-2000,300,下,連打キャンセル対応,frame,657,ATK_3LK,,,,,,,,,,,,,
dhalsim,modern,合掌キック 中,,,,,,,missing,4MK,AutoM,,,,,,,,,,,,,7,7-10,17,3,0,C,600,,1500,-3000,-4000,500,上,,frame,660,ATK_4MK,,,,,,,,,,,,,
dhalsim,modern,スラストキック 中,,,,,,,missing,1MK,1M,,,,,,,,,,,,,8,8-10,20,-3,-7,C,500,始動補正20%,1500,-3000,-4000,500,下,,frame,658,ATK_3MK,,,,,,,,,,,,,
dhalsim,modern,弱 ドリルキック （ジャンプ中に） 弱,,,,,,,missing,2LK,2L,,,,,,,,,,,,,9,9-着地まで,着地後11,,,,500,始動補正20%,1500,-3000,-4000,500,上,,frame,666,ATK_82K_L_Loop,,,,,,,,,,,,,
dhalsim,modern,中 ドリルキック （ジャンプ中に） 中,,,,,,,missing,2MK,2M,,,,,,,,,,,,,9,9-着地まで,着地後11,,,,500,始動補正20%,1500,-3000,-4000,500,上,,frame,668,ATK_82K_M_Loop,,,,,,,,,,,,,
dhalsim,modern,強 ドリルキック （ジャンプ中に） 強,,,,,,,missing,2HK,2H,,,,,,,,,,,,,9,9-着地まで,着地後11,,,,500,始動補正20%,1500,-3000,-4000,500,上,,frame,670,ATK_82K_H_Loop,,,,,,,,,,,,,
dhalsim,modern,ロングスライディング 強,,,,,,,missing,2HK,3H,,,,,,,,,,,,,12,12-27,20,D,-16,,900,,2000,-4000,-7000,1000,下,カウンター/パニッシュカウンター時ダウン時間増加,frame,622,ATK_2HK,,,,,,,,,,,,,
dhalsim,modern,弱 ヨガファイア 弱,,,,,,,missing,236LP|236MP|236HP|236LPMP|236LPHP|236MPHP,236L|236M|5SP236H|236LM|236LH|AutoSP236MH,,,,,,,,,,,,,15,,全体 48,-2,-6,SA3,600,,2000,-4000,-3000,600,上 ・ 弾,,frame,900,SPA_YOGAFIRE,,,,,,,,,,,,,
dhalsim,modern,弱 ヨガファイア（ホールド） 弱ホールド,,,,,,,missing,,,,,,,,,,,,,,,43,,全体 73,D,-1,SA3,800,,2000,-4000,-3000,800,上 ・ 弾,29Fボタンホールドしているとホールド版が自動で発動,frame,,,,,,,,,,,,,,,
dhalsim,modern,中 ヨガファイア 中,,,,,,,missing,236LP|236MP|236HP|236LPMP|236LPHP|236MPHP,236L|236M|5SP236H|236LM|236LH|AutoSP236MH,,,,,,,,,,,,,15,,全体 48,-2,-6,SA3,600,,2000,-4000,-3000,600,上 ・ 弾,,frame,904,SPA_YOGAFIRE(3),,,,,,,,,,,,,
dhalsim,modern,中 ヨガファイア（ホールド） 中ホールド,,,,,,,missing,,,,,,,,,,,,,,,43,,全体 73,D,-1,SA3,800,,2000,-4000,-3000,800,上 ・ 弾,29Fボタンホールドしているとホールド版が自動で発動,frame,,,,,,,,,,,,,,,
dhalsim,modern,強 ヨガファイア ( 強),,,,,5SP236H,5SP236H,norm_match,236LP|236MP|236HP|236LPMP|236LPHP|236MPHP,236L|236M|5SP236H|236LM|236LH|AutoSP236MH,,,,,,,,,,,,,15,,全体 48,-2,-6,SA3,480 (600),,2000,-4000,-3000,600,上 ・ 弾,,frame,908,SPA_YOGAFIRE(6),,,,,,,,,,,,,
dhalsim,modern,強 ヨガファイア（ホールド） ( 強ホールド),,,,,5SP236H,5SP236H,norm_match,236LP|236MP|236HP|236LPMP|236LPHP|236MPHP,236L|236M|5SP236H|236LM|236LH|AutoSP236MH,,,,,,,,,,,,,43,,全体 73,D,-1,SA3,640 (800),,2000,-4000,-3000,800,上 ・ 弾,29Fボタンホールドしているとホールド版が自動で発動,frame,908,SPA_YOGAFIRE(6),,,,,,,,,,,,,
dhalsim,modern,OD 弱 ヨガファイア 弱 中,,,,,,,missing,,,,,,,,,,,,,,,12,,全体 45,D,-3,SA2,1000,,0,-4000,-5000,800,上 ・ 弾,,frame,,,,,,,,,,,,,,,
dhalsim,modern,OD 中 ヨガファイア 弱 強,,,,,,,missing,,,,,,,,,,,,,,,12,,全体 45,D,-3,SA2,1000,,0,-4000,-5000,800,上 ・ 弾,,frame,,,,,,,,,,,,,,,
dhalsim,modern,OD 強 ヨガファイア ( 中 強),,,,,AutoSP236MH,AutoSP236MH,norm_match,236LP|236MP|236HP|236LPMP|236LPHP|236MPHP,236L|236M|5SP236H|236LM|236LH|AutoSP236MH,,,,,,,,,,,,,12,,全体 45,D,-3,SA2,800 (1000),,0,-4000,-5000,800,上 ・ 弾,,frame,914,SPA_YOGAFIRE(11),,,,,,,,,,,,,
dhalsim,modern,中 ヨガアーチ,,6SP,6SP,,6SP,6SP,match,236LK|236MK|236HK|236LKMK|236LKHK|236MKHK,6SP|6AutoSP,,,,,,,,,,,,,18,,全体 45,1,-1,SA3,480,,2000,-4000,-3000,600,上 ・ 弾,,frame,989,SPA_YOGAARCH(1),,,,,,,,,,,,,
